label,SIO2(WT%),TIO2(WT%),AL2O3(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%)
RHYOLITE,81.2,0.09,9.1,0.31,1.32,0.05,0.07,0.65,4.31,0.0
RHYOLITE,80.9,0.08,9.65,0.47,1.24,0.1,0.08,1.29,3.03,0.0
RHYOLITE,82.8,0.08,9.57,0.04,0.23,0.0,0.0,2.48,3.49,0.0
BASALT,45.7,1.6,4.8,16.56,7.8,19.9,0.3,0.51,0.25,0.13
BASALT,44.4,1.5,4.6,16.2,11.6,17.8,0.3,0.74,0.26,0.1
BASALT,51.2,0.9,15.4,11.88,10.2,7.7,0.2,0.22,1.29,0.07
BASALT,44.5,1.8,5.8,16.92,5.4,22.6,0.3,0.07,0.13,0.13
BASALT,45.3,1.6,3.7,16.11,8.3,19.6,0.4,0.03,0.34,0.09
BASALT,47.7,1.3,6.5,17.82,12.3,11.0,0.3,0.36,0.78,0.05
BASALT,50.6,1.32,15.2,11.79,8.2,3.4,0.29,0.42,2.59,0.156
BASALT,46.9,1.15,13.7,14.58,10.5,3.7,0.39,0.16,1.94,0.126
BASALT,47.4,1.16,13.6,13.95,9.1,4.0,0.36,0.65,2.04,0.126
BASALT,60.9,1.19,14.4,6.84,5.7,2.7,0.18,0.52,4.04,0.195
BASALT,53.2,1.39,14.0,11.25,7.7,3.7,0.26,0.31,2.22,0.186
BASALT,47.4,1.27,14.8,12.42,10.1,4.2,0.33,0.28,2.65,0.125
BASALT,50.7,1.26,14.6,10.89,8.9,3.3,0.3,0.3,2.98,0.125
BASALT,47.9,1.11,13.4,10.8,10.5,3.06,0.29,0.22,2.55,0.09
BASALT,47.8,1.11,13.3,10.89,10.5,3.07,0.29,0.23,2.55,0.08
BASALT,36.7,1.34,16.2,22.95,3.3,7.47,0.37,0.18,0.66,0.09
BASALT,37.16,1.37,16.11,22.76,3.34,7.51,0.39,0.17,0.64,0.09
BASALT,40.8,1.25,14.6,17.73,7.0,6.16,0.39,0.14,1.27,0.09
BASALT,42.9,1.08,12.6,16.47,9.0,4.88,0.37,0.22,0.85,0.07
BASALT,34.0,0.83,11.4,17.46,13.0,5.0,0.46,0.15,0.2,0.09
BASALT,66.6,0.2,6.65,15.3,2.4,2.57,0.07,0.07,0.12,0.07
BASALT,66.6,0.19,4.9,15.03,4.1,1.87,0.08,0.06,0.01,0.08
BASALT,74.9,0.1,2.51,10.26,4.8,0.9,0.08,0.06,0.14,0.05
BASALT,77.1,0.15,4.3,10.08,2.1,1.68,0.05,0.02,0.13,0.06
BASALT,79.2,0.12,3.3,7.92,3.2,1.23,0.07,0.06,0.13,0.05
BASALT,61.4,0.25,5.4,15.57,6.8,2.19,0.11,0.13,0.1,0.05
BASALT,77.3,0.33,5.2,9.27,1.5,2.12,0.08,0.08,0.11,0.05
BASALT,86.0,0.02,0.6,4.23,5.2,0.23,0.1,0.01,0.1,0.02
BASALT,87.5,0.01,0.5,5.67,3.1,0.19,0.06,0.01,0.12,0.01
BASALT,62.5,0.14,1.9,10.53,12.3,0.82,0.25,0.07,0.12,0.02
BASALT,48.77,0.26,9.0,23.93,3.73,3.73,0.13,0.06,0.01,0.1
BASALT,27.8,0.89,11.1,25.1,10.1,4.6,0.38,1.8,0.06,0.06
BASALT,24.5,1.04,12.2,29.15,9.2,5.4,0.41,1.24,0.11,0.14
BASALT,30.7,0.92,12.1,29.51,5.4,5.4,0.2,1.48,0.11,0.13
BASALT,59.3,0.92,11.4,14.04,1.2,2.9,0.04,2.15,0.85,0.12
BASALT,60.7,1.05,11.9,14.04,0.9,2.9,0.04,2.59,0.4,0.17
BASALT,57.2,0.94,11.7,18.36,0.3,3.9,0.05,1.4,0.12,0.1
BASALT,51.5,1.28,12.6,19.08,1.4,3.6,0.06,2.25,0.18,0.27
BASALT,57.8,0.79,10.7,19.53,0.2,4.2,0.05,0.56,0.02,0.1
BASALT,55.7,0.96,11.2,17.01,1.4,3.6,0.05,1.53,0.5,0.12
BASALT,56.5,0.96,11.4,17.82,1.5,3.5,0.06,1.62,0.52,0.13
BASALT,60.2,1.25,12.4,7.74,4.03,2.0,0.07,4.12,1.73,0.09
BASALT,61.9,1.3,12.9,8.73,2.3,2.2,0.06,4.2,1.72,0.14
BASALT,62.4,1.27,12.6,8.64,2.29,2.2,0.06,4.2,1.65,0.14
BASALT,37.3,1.41,16.5,23.13,3.35,7.6,0.38,0.12,0.74,0.1
BASALT,57.2,0.96,10.8,18.09,0.8,3.6,0.05,1.72,0.13,0.1
BASALT,56.9,0.94,11.9,16.74,0.48,3.7,0.04,1.92,0.13,0.16
BASALT,50.4,0.97,12.5,22.95,0.27,4.5,0.06,0.66,0.09,0.16
BASALT,60.2,0.98,11.0,11.34,3.7,2.1,0.06,2.12,2.02,0.12
BASALT,62.3,0.88,9.6,15.48,0.5,3.6,0.05,1.17,0.03,0.08
BASALT,55.2,1.0,12.1,18.36,0.6,3.8,0.05,2.12,0.12,0.18
BASALT,50.89,0.76,13.66,10.86,8.74,7.32,0.18,0.06,3.46,0.06
BASALT,50.19,0.76,14.52,11.03,7.21,8.23,0.18,0.04,4.05,0.06
BASALT,49.87,0.73,13.48,10.69,10.67,8.14,0.17,0.03,2.8,0.05
BASALT,49.85,0.74,13.77,10.62,10.77,7.83,0.17,0.03,2.87,0.06
BASALT,52.94,1.11,12.52,10.52,7.12,7.68,0.17,0.02,4.52,0.08
KOMATIITE,48.24,0.8,8.76,11.24,8.61,15.73,0.18,0.01,1.44,0.06
KOMATIITE,47.13,0.83,9.26,11.42,9.34,15.71,0.19,0.02,1.12,0.05
KOMATIITE,48.22,0.86,9.3,11.41,9.13,14.61,0.17,0.05,1.84,0.06
KOMATIITE,40.7,0.24,5.07,7.98,4.76,31.5,0.19,0.03,0.08,0.02
KOMATIITE,39.58,0.14,3.11,7.02,0.7,37.13,0.15,0.02,0.01,0.02
KOMATIITE,39.07,0.16,2.97,7.43,0.49,37.07,0.16,0.02,0.02,0.02
KOMATIITE,39.14,0.15,3.28,7.81,1.94,36.76,0.1,0.04,0.03,0.02
BASALT,52.01,1.36,14.71,8.93,8.57,4.71,0.25,0.34,3.67,0.22
BASALT,56.31,1.59,16.44,8.18,3.64,5.09,0.18,0.48,4.7,0.24
BASALT,54.23,1.28,15.2,9.29,3.94,5.15,0.25,0.13,4.99,0.2
BASALT,54.97,1.37,16.31,7.53,4.81,3.48,0.15,0.08,7.44,0.23
BASALT,49.54,0.67,12.63,10.73,7.59,11.66,0.17,0.03,3.48,0.05
KOMATIITE,44.31,0.53,10.01,10.87,7.18,20.57,0.18,0.02,0.42,0.05
KOMATIITE,46.76,0.55,10.49,10.74,7.62,16.93,0.19,0.04,1.58,0.05
KOMATIITE,49.03,0.56,11.32,9.61,7.85,14.94,0.16,0.04,2.44,0.06
KOMATIITE,43.35,0.48,9.47,10.54,7.59,21.13,0.17,0.01,0.16,0.04
KOMATIITE,45.56,0.7,7.86,11.62,9.73,18.12,0.18,0.01,0.36,0.05
KOMATIITE,45.22,0.72,8.16,11.94,9.17,19.23,0.19,0.02,0.15,0.06
KOMATIITE,47.26,0.84,9.38,11.73,8.78,15.15,0.18,0.08,1.5,0.07
KOMATIITE,46.95,0.88,9.99,11.78,8.96,14.41,0.18,0.06,2.08,0.07
KOMATIITE,45.49,0.83,7.87,12.57,8.38,17.92,0.22,0.03,0.56,0.05
KOMATIITE,47.17,0.64,10.72,12.13,5.96,21.2,0.18,0.0,0.61,0.05
KOMATIITE,44.61,0.62,10.39,12.66,6.83,23.12,0.19,0.0,0.13,0.05
KOMATIITE,43.21,0.2,5.25,12.36,2.75,34.57,0.2,0.0,0.1,0.0
KOMATIITE,44.84,0.37,6.83,12.41,5.98,27.69,0.18,0.07,0.22,0.03
KOMATIITE,44.13,0.2,4.79,11.99,3.19,34.11,0.21,0.0,0.08,0.0
KOMATIITE,46.29,0.32,6.67,11.2,6.14,27.73,0.19,0.04,0.19,0.0
KOMATIITE,46.36,0.37,6.64,9.29,5.33,30.65,0.18,0.0,0.15,0.02
KOMATIITE,44.91,0.26,5.58,10.78,4.18,32.83,0.19,0.0,0.1,0.0
KOMATIITE,45.9,0.34,6.7,9.98,5.73,29.98,0.18,0.0,0.11,0.0
KOMATIITE,47.4,0.34,6.09,9.21,5.83,29.76,0.17,0.02,0.17,0.0
KOMATIITE,48.24,0.56,7.38,12.5,9.23,20.05,0.3,0.07,0.22,0.05
KOMATIITE,49.37,0.52,8.48,12.06,10.35,15.93,0.28,0.01,1.6,0.05
KOMATIITE,42.41,0.47,7.55,11.95,9.32,26.56,0.23,0.01,0.12,0.04
KOMATIITE,48.47,0.51,7.25,11.78,8.74,21.65,0.22,0.01,0.01,0.04
KOMATIITE,45.47,0.33,6.05,10.13,6.07,30.21,0.19,0.07,0.31,0.03
KOMATIITE,46.22,0.23,4.34,9.8,5.09,32.94,0.23,0.01,0.01,0.03
KOMATIITE,46.16,0.41,7.89,11.13,7.85,24.12,0.2,0.2,0.76,0.04
KOMATIITE,44.62,0.31,5.67,9.94,5.7,31.89,0.19,0.06,0.47,0.03
KOMATIITE,41.62,0.43,1.91,17.97,2.73,32.98,0.3,0.01,0.01,0.04
KOMATIITE,45.16,0.81,3.62,16.55,7.17,24.41,0.26,0.03,0.08,0.06
KOMATIITE,41.87,0.43,2.18,17.71,2.36,33.12,0.3,0.04,0.0,0.03
KOMATIITE,42.08,0.46,2.43,17.45,2.95,32.28,0.34,0.04,0.0,0.03
BASALT,48.39465906,1.446335746,15.48262155,12.82,13.43390072,4.01590052,0.229334421,0.387320355,2.221995719,0.142696973
BASALT,50.76628352,1.745311555,13.42004436,13.4,9.447469248,5.071587014,0.332728373,0.44363783,3.700342811,0.181488203
BASALT,52.93761967,1.674896705,14.55205079,12.44,8.062078001,3.476771138,0.226745944,0.4031039,4.696160435,0.16124156
BASALT,51.86971008,0.771889163,15.36535397,10.71,8.99157751,7.253274838,0.206940794,0.755333899,2.804047762,0.0828
BASALT,52.00745033,0.776076159,15.41804636,10.68,9.03352649,7.264072848,0.203849338,0.838162252,2.773178808,0.0828
BASALT,57.19515916,0.870537984,13.56656158,9.6,8.329095902,5.796806671,0.195260856,0.9254551,2.359402014,0.0915
BASALT,58.04873076,0.857375879,13.62014477,8.87,9.817514527,5.291059231,0.18656336,0.265062698,1.957386074,0.0918
BASALT,51.50254757,1.78226058,13.68410107,12.06,11.2613081,4.928771966,0.274513882,0.114380784,2.880316107,0.176770303
BASALT,48.60323887,1.715587045,15.09109312,13.62,9.412955466,5.678137652,0.379554656,1.123481781,2.611336032,0.253036437
BASALT,49.27388014,1.463489466,15.37124156,12.46,10.55430558,5.491920638,0.186132133,1.155655553,2.515851912,0.132951524
BASALT,52.05565436,0.646511141,13.73574642,9.08,8.986295638,8.933988911,0.218642117,2.908254001,2.364264044,0.0523
BASALT,51.54681418,0.673017824,14.22864167,11.01,6.791641057,10.35648433,0.263265724,0.471214915,3.370211022,0.0615
BASALT,51.44860295,1.754820085,13.70244355,13.54,8.763790081,5.258274049,0.285596453,0.237137849,3.31992989,0.175275802
BASALT,57.47701736,0.865168539,13.35035751,8.52,13.01327886,4.923391216,0.169560776,0.214504597,0.459652707,0.0919
BASALT,53.23352684,0.774009573,14.75710357,9.93,10.18433649,6.966086159,0.201649863,0.621244526,2.148894999,0.0815
BASALT,55.00869743,0.920904533,14.1103039,10.78,9.352297145,6.118899007,0.222040315,0.337664995,1.852041338,0.0921
BASALT,50.87719298,1.71679198,13.70091896,13.69,10.31746032,4.730576441,0.26106934,0.156641604,2.861319967,0.156641604
BASALT,49.90522325,1.027801179,15.45914069,11.93,10.69924179,6.929233361,0.181128896,0.189553496,2.285172704,0.084245998
BASALT,50.58811391,1.033842344,14.91952125,12.7,8.17168799,6.840693355,0.257944697,0.031,3.951712753,0.0929
BASALT,51.49949341,1.067882472,14.78216819,11.79,11.06382979,5.683890578,0.191489362,0.455927052,2.066869301,0.0811
BASALT,50.70008117,0.638189935,13.15949675,10.08,11.85064935,9.993912338,0.175527597,0.344967532,1.877029221,0.0609
BASALT,53.982119,0.621724386,11.94121879,9.77,12.228959,7.923132258,0.210666941,0.246634467,1.921693557,0.0617
BASALT,54.45162754,0.652149257,12.98627651,10.34,9.107406147,8.211409777,0.301689917,0.0454,2.710672564,0.0567
BASALT,51.19772635,0.689200162,13.72310191,10.4,12.21071864,8.47543646,0.333942347,0.355257816,1.390580593,0.0609
BASALT,51.74103952,0.462575309,15.1128357,8.22,13.63218626,7.913815991,0.206269785,0.0715,1.644031451,0.0715
BASALT,51.39835249,0.450523747,14.82762128,9.68,11.3291976,8.156208685,0.129156921,0.722058375,2.186514797,0.0508
BASALT,52.55927547,0.477256538,15.50829348,7.86,12.2316068,7.743970693,0.103795665,0.162816729,2.432074896,0.040704182
BASALT,49.90784354,0.483309441,15.24677452,10.04,11.63219332,9.707147246,0.183288962,0.0512,1.587139054,0.041
BASALT,53.46474294,0.48465759,14.86486486,7.98,11.10546637,8.392603129,0.166632798,0.162568584,2.438528754,0.0406
BASALT,51.79818066,0.440025386,14.36429025,8.65,12.39686905,8.927438121,0.181933573,0.0846,2.16839433,0.0423
BASALT,52.16416237,1.082081184,14.30814084,13.5,9.744337295,4.698362862,0.207445616,0.627943485,2.06324288,0.100919489
BASALT,55.09844902,0.896491035,15.7298427,10.49,7.391926081,5.895941041,0.185898141,0.14299857,2.93697063,0.077
BASALT,51.36678011,0.688330223,14.83148534,12.1,10.36337688,8.56295971,0.198704578,0.022,0.461082446,0.0549
BASALT,50.12486993,0.62226847,8.66805411,10.84,10.92611863,16.17065557,0.199791883,0.0832,1.113423517,0.0416
BASALT,52.98390702,0.926464014,14.27134555,11.53,9.611086276,6.783638802,0.208985248,0.078229772,2.257487707,0.0671
ANDESITE,62.73202748,0.568146857,15.52661266,5.97,5.517382833,4.973848836,0.0923,0.635832222,3.158650395,0.174341093
DACITE,64.87919258,0.456723417,15.40422061,5.65,4.791517994,3.506983383,0.0734,0.305841574,4.179834846,0.12233663
DACITE,69.54180636,0.345423143,15.73707203,2.82,0.65020827,2.245250432,0.0163,2.600833079,5.648684344,0.101595042
BASALT,49.83,1.13,12.16,10.45,7.42,5.67,0.19,0.16,2.06,0.14
BASALT,42.15,0.74,13.92,7.82,12.22,5.85,0.16,0.86,1.96,0.13
BASALT,46.6,0.73,14.6,7.75,10.49,3.08,0.29,0.12,5.11,0.13
BASALT,49.06,1.31,11.97,10.37,10.08,2.93,0.21,0.89,1.03,0.16
BASALT,42.07,0.81,16.21,11.8,8.74,9.99,0.21,0.04,2.41,0.06
BASALT,47.33,0.88,16.27,8.82,9.07,6.39,0.27,0.1,2.9,0.25
BASALT,46.61,0.93,13.65,10.59,10.8,7.17,0.26,0.03,0.6,0.09
BASALT,49.57,1.14,13.5,13.11,7.76,5.87,0.34,0.03,0.48,0.11
BASALT,45.3,0.8,13.83,10.27,9.78,7.44,0.26,0.59,1.3,0.07
BASALT,48.14,0.72,17.69,8.42,9.25,7.58,0.15,0.47,3.06,0.18
BASALT,48.86,0.87,16.88,9.31,10.17,7.29,0.16,0.12,2.57,0.24
BASALT,51.04,1.17,12.88,11.18,10.6,6.53,0.23,0.12,1.76,0.1
BASALT,47.96,1.1,14.97,9.38,8.56,4.16,0.24,2.52,1.72,0.11
ANDESITE,52.16,1.24,14.7,9.56,8.84,5.81,0.18,0.2,4.12,0.2
BASALT,51.59,1.6,12.68,13.74,7.81,5.28,0.19,1.32,2.91,0.18
BASALT,48.36,0.91,19.69,7.71,4.82,5.84,0.19,1.36,4.49,0.1
GABBRO,43.49,2.5,9.71,20.76,10.38,4.31,0.3,0.53,3.88,0.24
GABBRO,47.24,0.73,14.3,17.83,7.27,1.41,0.34,0.5,6.09,0.44
GABBRO,46.55,1.66,14.15,17.37,9.43,2.41,0.33,0.81,4.39,0.3
GABBRO,42.72,2.64,11.08,21.56,10.36,2.88,0.38,0.66,3.86,0.3
GABBRO,45.61,2.08,13.31,18.8,9.92,2.91,0.34,0.87,3.67,0.29
GABBRO,44.56,2.43,11.44,18.85,10.9,5.29,0.29,0.59,3.03,0.23
GABBRO,48.39,1.71,15.03,15.85,7.43,2.75,0.27,0.37,5.29,0.19
GABBRO,46.51,2.04,12.79,16.6,9.22,6.4,0.23,0.27,3.44,0.17
GABBRO,43.49,2.89,9.5,20.93,11.33,4.57,0.35,0.41,3.43,0.22
GABBRO,45.18,2.15,10.47,16.51,8.8,7.27,0.21,0.92,2.98,0.19
GABBRO,46.66,2.14,14.16,18.64,7.24,3.06,0.29,0.35,4.93,0.3
GABBRO,46.36,1.44,14.2,17.26,8.2,2.86,0.23,0.37,4.95,0.37
THOLEIITE,48.35,0.67,12.11,11.03,11.04,10.91,0.2,0.14,1.91,0.07
THOLEIITE,49.48,0.63,11.13,10.6,11.59,11.06,0.2,0.12,1.72,0.06
THOLEIITE,45.59,0.56,10.05,10.09,9.8,14.87,0.18,0.05,1.25,0.06
THOLEIITE,49.76,0.9,12.68,10.55,13.41,8.04,0.19,0.16,0.91,0.1
THOLEIITE,50.64,0.93,13.07,11.08,11.56,7.52,0.19,0.17,1.74,0.1
THOLEIITE,48.65,0.85,15.97,10.72,12.0,6.01,0.18,0.21,2.91,0.07
THOLEIITE,49.01,0.86,16.0,10.67,11.29,6.28,0.18,0.22,3.11,0.07
THOLEIITE,48.58,0.9,14.89,11.31,11.72,7.33,0.2,0.17,2.24,0.07
THOLEIITE,48.16,0.83,15.4,10.8,13.81,6.19,0.18,0.13,1.28,0.07
THOLEIITE,49.68,0.94,13.44,10.69,13.34,7.27,0.19,0.11,0.86,0.1
THOLEIITE,48.09,0.98,13.35,12.18,11.07,8.64,0.21,0.14,1.56,0.1
THOLEIITE,47.15,0.89,12.79,12.1,9.13,11.62,0.2,0.12,2.01,0.1
THOLEIITE,47.26,0.92,12.66,11.26,9.56,9.88,0.18,0.14,2.17,0.1
THOLEIITE,48.16,0.67,12.44,10.81,13.02,9.24,0.19,0.13,1.17,0.07
KOMATIITE,47.8,0.42,8.56,12.99,9.37,20.09,0.23,0.01,0.08,0.03
KOMATIITE,47.4,0.45,8.32,12.96,10.47,19.6,0.23,0.01,0.07,0.03
KOMATIITE,46.7,0.48,8.98,12.88,10.9,19.24,0.23,0.01,0.08,0.03
KOMATIITE,48.3,0.5,9.42,13.23,9.7,18.0,0.22,0.02,0.16,0.04
KOMATIITE,51.0,0.63,11.37,11.11,9.06,14.64,0.19,0.01,1.76,0.05
KOMATIITE,48.6,0.57,9.52,13.58,8.33,18.17,0.21,0.01,0.65,0.04
KOMATIITE,46.7,0.57,11.16,15.82,8.63,15.78,0.18,0.02,0.88,0.04
KOMATIITE,47.5,0.56,11.02,12.48,10.4,16.63,0.2,0.06,1.18,0.0
KOMATIITE,49.0,0.66,13.4,15.0,3.65,16.66,0.17,0.12,1.15,0.04
KOMATIITE,50.4,0.61,12.06,11.84,10.52,12.18,0.19,0.15,1.82,0.05
KOMATIITE,48.7,0.59,11.54,13.56,8.81,15.31,0.21,0.04,0.97,0.04
KOMATIITE,50.5,0.67,12.3,13.49,7.04,13.89,0.19,0.07,1.7,0.05
KOMATIITE,51.4,0.64,11.56,11.47,13.23,9.94,0.14,0.02,1.46,0.05
KOMATIITE,51.6,0.79,15.23,12.58,10.02,7.67,0.21,0.18,1.55,0.06
KOMATIITE,51.4,0.92,14.27,13.28,9.74,7.32,0.22,0.3,2.41,0.08
KOMATIITE,52.5,0.49,13.56,10.46,10.67,10.46,0.2,0.01,1.61,0.0
KOMATIITE,43.9,0.11,3.84,10.62,3.4,37.08,0.15,0.12,0.06,0.0
KOMATIITE,45.6,0.37,8.53,11.72,8.85,23.98,0.21,0.04,0.1,0.0
